Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		
-30.317	-0.6613114	10.99	0	10.99	0	-30.317	47.57002	79.812	0	79.843	6.934489	79.812	1.256639	79.839	150.0002	10.991	0.01040208							79.837	0	79.839	0			10.991	0.1235299	79.837	0.1105877	79.833	0.04634736	79.833	0.06424227			
-30.312	-0.6531464	11.001	0	11.001	0	-30.312	47.56963	79.833	0	79.864	6.936555	79.833	1.256639	79.86	150.0002	11.002	0.01036799							79.858	0	79.86	0			11.002	0.1242113	79.858	0.1105123	79.854	0.04630597	79.854	0.06419816			
-30.308	-0.6522866	11.011	0	11.011	0	-30.308	47.5691	79.854	0	79.885	6.938702	79.854	1.256639	79.881	150.0002	11.012	0.0100576							79.879	0	79.881	0			11.012	0.1237304	79.879	0.1109034	79.875	0.04652514	79.875	0.06442507			
-30.304	-0.6512789	11.021	0	11.021	0	-30.304	47.56865	79.874	0	79.905	6.94092	79.874	1.256639	79.902	150.0002	11.022	0.01032218							79.9	0	79.902	0			11.022	0.1243192	79.9	0.1136411	79.896	0.04783934	79.896	0.0657931			
-30.3	-0.6457836	11.032	0	11.032	0	-30.3	47.56853	79.895	0	79.926	6.943053	79.895	1.256639	79.922	150.0002	11.033	0.01010294							79.92	0	79.922	0			11.033	0.1245186	79.92	0.1128289	79.916	0.04741853	79.916	0.06540207			
-30.296	-0.6532419	11.042	0	11.042	0	-30.296	47.56849	79.916	0	79.947	6.94547	79.916	1.256639	79.943	150.0002	11.043	0.01031241							79.941	0	79.943	0			11.043	0.1241081	79.941	0.1121438	79.937	0.04706241	79.937	0.06507675			
-30.292	-0.6553319	11.053	0	11.053	0	-30.292	47.56821	79.936	0	79.967	6.947294	79.936	1.256639	79.964	150.0002	11.054	0.01026776							79.962	0	79.964	0			11.054	0.1252179	79.962	0.1115529	79.958	0.0468591	79.958	0.06467942			
-30.288	-0.6497902	11.063	0	11.063	0	-30.288	47.56803	79.957	0	79.988	6.948918	79.957	1.256639	79.984	150.0002	11.064	0.01037623							79.983	0	79.984	0			11.064	0.1242502	79.983	0.1104542	79.979	0.04628114	79.979	0.06417051			
-30.283	-0.6475449	11.073	0	11.073	0	-30.283	47.56812	79.978	0	80.009	6.95158	79.978	1.256639	80.005	150.0002	11.074	0.010096							80.003	0	80.005	0			11.074	0.1240421	80.003	0.11027	79.999	0.04625258	79.999	0.06401962			
-30.279	-0.6327636	11.084	0	11.084	0	-30.279	47.56807	79.999	0	80.03	6.953605	79.999	1.256639	80.026	150.0002	11.085	0.01020822							80.024	0	80.026	0			11.085	0.1250699	80.024	0.1103985	80.02	0.04626396	80.02	0.06413227			
-30.275	-0.6557425	11.094	0	11.094	0	-30.275	47.56773	80.019	0	80.05	6.955698	80.019	1.256639	80.047	150.0002	11.095	0.01020644							80.045	0	80.047	0			11.095	0.1267247	80.045	0.1102419	80.041	0.04622402	80.041	0.06401876			
-30.271	-0.6489791	11.104	0	11.104	0	-30.271	47.5672	80.04	0	80.071	6.957623	80.04	1.256639	80.067	150.0002	11.105	0.01022973							80.065	0	80.067	0			11.105	0.1267221	80.065	0.1102589	80.061	0.04626427	80.061	0.06399017			
-30.267	-0.6410804	11.115	0	11.115	0	-30.267	47.56675	80.061	0	80.092	6.960038	80.061	1.256639	80.088	150.0002	11.116	0.01013014							80.086	0	80.088	0			11.116	0.1264565	80.086	0.1098684	80.082	0.04605468	80.082	0.06381258			
-30.263	-0.655508	11.125	0	11.125	0	-30.263	47.56628	80.082	0	80.113	6.961735	80.082	1.256639	80.109	150.0002	11.126	0.01037525							80.107	0	80.109	0			11.126	0.1253696	80.107	0.1097198	80.103	0.04592688	80.103	0.06378958			
-30.259	-0.6626778	11.136	0	11.136	0	-30.259	47.56584	80.102	0	80.133	6.963602	80.102	1.256639	80.13	150.0002	11.136	0.0101002							80.128	0	80.13	0			11.136	0.1240451	80.128	0.1094324	80.124	0.04570024	80.124	0.06373203			
-30.254	-0.6547165	11.146	0	11.146	0	-30.254	47.56556	80.123	0	80.154	6.965558	80.123	1.256639	80.15	150.0002	11.147	0.01013268							80.148	0	80.15	0			11.147	0.1214699	80.148	0.1094482	80.144	0.04578359	80.144	0.06366698			
-30.25	-0.6532081	11.156	0	11.156	0	-30.25	47.56517	80.144	0	80.175	6.967368	80.144	1.256639	80.171	150.0002	11.157	0.01025269							80.169	0	80.171	0			11.157	0.121515	80.169	0.1096209	80.165	0.04592479	80.165	0.06369511			
-30.246	-0.6734779	11.167	0	11.167	0	-30.246	47.56478	80.164	0	80.196	6.969685	80.164	1.256639	80.192	150.0002	11.168	0.0102581							80.19	0	80.192	0			11.168	0.1241079	80.19	0.1095546	80.186	0.04583568	80.186	0.06372091			
-30.242	-0.6625041	11.177	0	11.177	0	-30.242	47.56442	80.185	0	80.216	6.971378	80.185	1.256639	80.213	150.0002	11.178	0.01026769							80.211	0	80.213	0			11.178	0.1246963	80.211	0.1096859	80.207	0.04597218	80.207	0.06371121			
-30.238	-0.6520532	11.187	0	11.187	0	-30.238	47.56421	80.206	0	80.237	6.973102	80.206	1.256639	80.233	150.0002	11.188	0.01038407							80.231	0	80.233	0			11.188	0.1238368	80.231	0.1094374	80.227	0.0457918	80.227	0.06364405			
-30.234	-0.6569414	11.198	0	11.198	0	-30.234	47.56387	80.227	0	80.258	6.974855	80.227	1.256639	80.254	150.0002	11.199	0.01015337							80.252	0	80.254	0			11.199	0.1239595	80.252	0.1092944	80.248	0.04572473	80.248	0.06356894			
-30.23	-0.6607144	11.208	0	11.208	0	-30.23	47.56366	80.247	0	80.278	6.976818	80.247	1.256639	80.275	150.0002	11.209	0.01037689							80.273	0	80.275	0			11.209	0.1237001	80.273	0.1092296	80.269	0.04572033	80.269	0.06351081			
-30.225	-0.6627064	11.218	0	11.218	0	-30.225	47.56367	80.268	0	80.299	6.978596	80.268	1.256639	80.295	150.0002	11.219	0.01027365							80.293	0	80.295	0			11.219	0.1241314	80.293	0.1093651	80.289	0.04577629	80.289	0.06358655			
-30.221	-0.6443283	11.229	0	11.229	0	-30.221	47.56368	80.289	0	80.32	6.980407	80.289	1.256639	80.316	150.0002	11.23	0.01021404							80.314	0	80.316	0			11.23	0.1246006	80.314	0.1091835	80.31	0.04575965	80.31	0.06343425			
-30.217	-0.638517	11.239	0	11.239	0	-30.217	47.56387	80.31	0	80.341	6.982594	80.31	1.256639	80.337	150.0002	11.24	0.01029351							80.335	0	80.337	0			11.24	0.1244133	80.335	0.1100227	80.331	0.0460166	80.331	0.06399326			
-30.213	-0.6757956	11.25	0	11.25	0	-30.213	47.56391	80.33	0	80.361	6.984069	80.33	1.256639	80.358	150.0002	11.251	0.01007781							80.356	0	80.358	0			11.251	0.1248521	80.356	0.1087756	80.352	0.04543285	80.352	0.0633328			
-30.209	-0.6788719	11.26	0	11.26	0	-30.209	47.56408	80.351	0	80.382	6.985874	80.351	1.256639	80.378	150.0002	11.261	0.01023289							80.376	0	80.378	0			11.261	0.1250513	80.376	0.1077429	80.372	0.04495782	80.372	0.06279826			
-30.205	-0.6508312	11.27	0	11.27	0	-30.205	47.56455	80.372	0	80.403	6.987531	80.372	1.256639	80.399	150.0002	11.271	0.01023837							80.397	0	80.399	0			11.271	0.1254646	80.397	0.1090204	80.393	0.04552905	80.393	0.06350078			
-30.2	-0.6542943	11.281	0	11.281	0	-30.2	47.56498	80.392	0	80.424	6.988965	80.392	1.256639	80.42	150.0002	11.282	0.01020556							80.418	0	80.42	0			11.282	0.125159	80.418	0.1090321	80.414	0.04564174	80.414	0.06339043			
-30.196	-0.6558432	11.291	0	11.291	0	-30.196	47.56517	80.413	0	80.444	6.990721	80.413	1.256639	80.441	150.0002	11.292	0.01021688							80.439	0	80.441	0			11.292	0.1253752	80.439	0.1093554	80.435	0.04574321	80.435	0.06361538			
-30.192	-0.6558372	11.301	0	11.301	0	-30.192	47.56572	80.434	0	80.465	6.992739	80.434	1.256639	80.461	150.0002	11.302	0.01020134							80.459	0	80.461	0			11.302	0.1257348	80.459	0.1097676	80.455	0.0459708	80.455	0.06380139			
-30.188	-0.648921	11.312	0	11.312	0	-30.188	47.56634	80.455	0	80.486	6.994346	80.455	1.256639	80.482	150.0002	11.313	0.01029097							80.48	0	80.482	0			11.313	0.1257619	80.48	0.1101888	80.476	0.04618006	80.476	0.06401335			
-30.184	-0.6638314	11.322	0	11.322	0	-30.184	47.56695	80.475	0	80.506	6.996168	80.475	1.256639	80.503	150.0002	11.323	0.01004952							80.501	0	80.503	0			11.323	0.1256488	80.501	0.1099399	80.497	0.04609124	80.497	0.06384532			
-30.18	-0.6662828	11.332	0	11.332	0	-30.18	47.56725	80.496	0	80.527	6.997754	80.496	1.256639	80.523	150.0002	11.333	0.01010897							80.522	0	80.523	0			11.333	0.1253601	80.522	0.1098705	80.518	0.04601278	80.518	0.06385741			
-30.176	-0.6473564	11.343	0	11.343	0	-30.176	47.56795	80.517	0	80.548	6.99927	80.517	1.256639	80.544	150.0002	11.344	0.01005014							80.542	0	80.544	0			11.344	0.1249824	80.542	0.1098321	80.538	0.04599024	80.538	0.06384154			
-30.171	-0.6550854	11.353	0	11.353	0	-30.171	47.5685	80.538	0	80.569	7.001081	80.538	1.256639	80.565	150.0002	11.354	0.01016471							80.563	0	80.565	0			11.354	0.1244989	80.563	0.1097958	80.559	0.04598824	80.559	0.06380721			
-30.167	-0.6710973	11.364	0	11.364	0	-30.167	47.56878	80.558	0	80.589	7.002628	80.558	1.256639	80.586	150.0002	11.365	0.0102033							80.584	0	80.586	0			11.365	0.1247505	80.584	0.1096879	80.58	0.04598645	80.58	0.06370046			
-30.163	-0.6743175	11.374	0	11.374	0	-30.163	47.56909	80.579	0	80.61	7.004042	80.579	1.256639	80.606	150.0002	11.375	0.01031383							80.604	0	80.606	0			11.375	0.1241683	80.604	0.1098046	80.6	0.04595329	80.6	0.06385276			
-30.159	-0.6666871	11.384	0	11.384	0	-30.159	47.56936	80.6	0	80.631	7.005899	80.6	1.256639	80.627	150.0002	11.385	0.01029541							80.625	0	80.627	0			11.385	0.1243635	80.625	0.1094017	80.621	0.0457007	80.621	0.06369685			
-30.155	-0.6577923	11.395	0	11.395	0	-30.155	47.56947	80.62	0	80.652	7.007516	80.62	1.256639	80.648	150.0002	11.396	0.01028558							80.646	0	80.648	0			11.396	0.1237368	80.646	0.1094328	80.642	0.04576169	80.642	0.0636721			
-30.151	-0.6690472	11.405	0	11.405	0	-30.151	47.56963	80.641	0	80.672	7.008886	80.641	1.256639	80.669	150.0002	11.406	0.01027525							80.667	0	80.669	0			11.406	0.1237338	80.667	0.1095984	80.663	0.04588404	80.663	0.0637162			
-30.147	-0.6660591	11.415	0	11.415	0	-30.147	47.56973	80.662	0	80.693	7.010334	80.662	1.256639	80.689	150.0002	11.416	0.01031843							80.687	0	80.689	0			11.416	0.1234287	80.687	0.1097812	80.683	0.04598549	80.683	0.0637976			
-30.142	-0.6781014	11.426	0	11.426	0	-30.142	47.56929	80.683	0	80.714	7.012073	80.683	1.256639	80.71	150.0002	11.427	0.01022702							80.708	0	80.71	0			11.427	0.1238158	80.708	0.1101039	80.704	0.0461136	80.704	0.06399346			
-30.138	-0.6391697	11.436	0	11.436	0	-30.138	47.5691	80.703	0	80.735	7.013587	80.703	1.256639	80.731	150.0002	11.437	0.009907397							80.729	0	80.731	0			11.437	0.1239141	80.729	0.1095009	80.725	0.04575743	80.725	0.06373568			
-30.134	-0.6311241	11.446	0	11.446	0	-30.134	47.56859	80.724	0	80.755	7.014955	80.724	1.256639	80.752	150.0002	11.447	0.009994871							80.75	0	80.752	0			11.447	0.1243831	80.75	0.1122814	80.746	0.04719929	80.746	0.06511129			
-30.13	-0.6488163	11.457	0	11.457	0	-30.13	47.56858	80.745	0	80.776	7.016372	80.745	1.256639	80.772	150.0002	11.458	0.01020785							80.77	0	80.772	0			11.458	0.1248364	80.77	0.1123852	80.766	0.04710544	80.766	0.0652735			
-30.126	-0.6671625	11.467	0	11.467	0	-30.126	47.56863	80.766	0	80.797	7.018138	80.766	1.256639	80.793	150.0002	11.468	0.01019774							80.791	0	80.793	0			11.468	0.1249696	80.791	0.1116818	80.787	0.0468041	80.787	0.06487043			
-30.122	-0.6503258	11.478	0	11.478	0	-30.122	47.56881	80.786	0	80.817	7.019526	80.786	1.256639	80.814	150.0002	11.479	0.01024534							80.812	0	80.814	0			11.479	0.1248428	80.812	0.1104979	80.808	0.04628237	80.808	0.06420422			
-30.118	-0.684067	11.488	0	11.488	0	-30.118	47.56903	80.807	0	80.838	7.020934	80.807	1.256639	80.834	150.0002	11.489	0.01030399							80.832	0	80.834	0			11.489	0.1244531	80.832	0.110644	80.828	0.04631485	80.828	0.064334			
-30.113	-0.6556243	11.498	0	11.498	0	-30.113	47.56905	80.828	0	80.859	7.022647	80.828	1.256639	80.855	150.0002	11.499	0.01029432							80.853	0	80.855	0			11.499	0.1244862	80.853	0.1098282	80.849	0.0458491	80.849	0.0639635			
-30.109	-0.6652131	11.509	0	11.509	0	-30.109	47.56953	80.848	0	80.88	7.024214	80.848	1.256639	80.876	150.0002	11.51	0.01030774							80.874	0	80.876	0			11.51	0.1245798	80.874	0.1096921	80.87	0.04583763	80.87	0.06385704			
-30.105	-0.6629008	11.519	0	11.519	0	-30.105	47.56996	80.869	0	80.9	7.025405	80.869	1.256639	80.897	150.0002	11.52	0.01031758							80.895	0	80.897	0			11.52	0.1254642	80.895	0.1096053	80.891	0.04587292	80.891	0.06373043			
-30.101	-0.6378746	11.529	0	11.529	0	-30.101	47.5705	80.89	0	80.921	7.026804	80.89	1.256639	80.917	150.0002	11.53	0.01022833							80.915	0	80.917	0			11.53	0.1260714	80.915	0.1091711	80.911	0.04558943	80.911	0.06357644			
-30.097	-0.6585228	11.54	0	11.54	0	-30.097	47.57101	80.911	0	80.942	7.028257	80.911	1.256639	80.938	150.0002	11.541	0.01025508							80.936	0	80.938	0			11.541	0.1257632	80.936	0.1092779	80.932	0.04567068	80.932	0.06360996			
-30.093	-0.6502362	11.55	0	11.55	0	-30.093	47.57162	80.931	0	80.963	7.029429	80.931	1.256639	80.959	150.0002	11.551	0.01034295							80.957	0	80.959	0			11.551	0.1254078	80.957	0.1091582	80.953	0.04558536	80.953	0.06357023			
-30.089	-0.6640327	11.56	0	11.56	0	-30.089	47.57232	80.952	0	80.983	7.030762	80.952	1.256639	80.98	150.0002	11.561	0.01026757							80.978	0	80.98	0			11.561	0.1246027	80.978	0.1094937	80.974	0.04577513	80.974	0.06372396			
-30.084	-0.644365	11.571	0	11.571	0	-30.084	47.57328	80.973	0	81.004	7.032308	80.973	1.256639	81	150.0002	11.572	0.01036638							80.998	0	81	0			11.572	0.1234717	80.998	0.1088368	80.994	0.0454179	80.994	0.0634081			
-30.08	-0.6476957	11.581	0	11.581	0	-30.08	47.57417	80.993	0	81.025	7.0338	80.993	1.256639	81.021	150.0002	11.582	0.01035164							81.019	0	81.021	0			11.582	0.1222209	81.019	0.1089847	81.015	0.04551708	81.015	0.06347419			
-30.076	-0.6459212	11.592	0	11.592	0	-30.076	47.57522	81.014	0	81.045	7.034743	81.014	1.256639	81.042	150.0002	11.593	0.01011444							81.04	0	81.042	0			11.593	0.1227165	81.04	0.109307	81.036	0.04565211	81.036	0.06365627			
-30.072	-0.6578271	11.602	0	11.602	0	-30.072	47.57606	81.035	0	81.066	7.036175	81.035	1.256639	81.062	150.0002	11.603	0.01017512							81.06	0	81.062	0			11.603	0.1243015	81.06	0.1090915	81.056	0.04551963	81.056	0.06356829			
-30.068	-0.6346856	11.612	0	11.612	0	-30.068	47.57676	81.056	0	81.087	7.037787	81.056	1.256639	81.083	150.0002	11.613	0.01028558							81.081	0	81.083	0			11.613	0.1240308	81.081	0.1089967	81.077	0.04547476	81.077	0.06352234			
-30.064	-0.6590336	11.623	0	11.623	0	-30.064	47.5779	81.076	0	81.108	7.039163	81.076	1.256639	81.104	150.0002	11.624	0.01028677							81.102	0	81.104	0			11.624	0.1239449	81.102	0.108982	81.098	0.04546507	81.098	0.06351647			
-30.06	-0.6579806	11.633	0	11.633	0	-30.06	47.57905	81.097	0	81.128	7.04044	81.097	1.256639	81.125	150.0002	11.634	0.01032715							81.123	0	81.125	0			11.634	0.1245404	81.123	0.1090124	81.119	0.04546984	81.119	0.06354319			
-30.055	-0.6697803	11.643	0	11.643	0	-30.055	47.58017	81.118	0	81.149	7.04177	81.118	1.256639	81.145	150.0002	11.644	0.01034436							81.143	0	81.145	0			11.644	0.1244639	81.143	0.1091203	81.139	0.04553925	81.139	0.06358221			
-30.051	-0.6671647	11.654	0	11.654	0	-30.051	47.58125	81.139	0	81.17	7.042789	81.139	1.256639	81.166	150.0002	11.655	0.01023321							81.164	0	81.166	0			11.655	0.1245834	81.164	0.1084882	81.16	0.04528834	81.16	0.06319012			
-30.047	-0.6613083	11.664	0	11.664	0	-30.047	47.58226	81.159	0	81.191	7.043829	81.159	1.256639	81.187	150.0002	11.665	0.01011236							81.185	0	81.187	0			11.665	0.1247915	81.185	0.1090736	81.181	0.04554125	81.181	0.06354788			
-30.043	-0.6565627	11.674	0	11.674	0	-30.043	47.58327	81.18	0	81.211	7.045097	81.18	1.256639	81.208	150.0002	11.675	0.01017885							81.206	0	81.208	0			11.675	0.1246666	81.206	0.109507	81.202	0.04572432	81.202	0.06377931			
-30.039	-0.6528916	11.685	0	11.685	0	-30.039	47.58444	81.201	0	81.232	7.046474	81.201	1.256639	81.228	150.0002	11.686	0.01034181							81.226	0	81.228	0			11.686	0.1243906	81.226	0.1083611	81.222	0.04515304	81.222	0.06319209			
-30.035	-0.6616551	11.695	0	11.695	0	-30.035	47.58547	81.221	0	81.253	7.047883	81.221	1.256639	81.249	150.0002	11.696	0.01033208							81.247	0	81.249	0			11.696	0.1248078	81.247	0.1084342	81.243	0.04523277	81.243	0.06321363			
-30.031	-0.6591609	11.706	0	11.706	0	-30.031	47.58628	81.242	0	81.274	7.049218	81.242	1.256639	81.27	150.0002	11.707	0.01014444							81.268	0	81.27	0			11.707	0.1249554	81.268	0.108848	81.264	0.04540766	81.264	0.06343786			
-30.026	-0.6542309	11.716	0	11.716	0	-30.026	47.58713	81.263	0	81.294	7.050447	81.263	1.256639	81.29	150.0002	11.717	0.01017956							81.289	0	81.29	0			11.717	0.1248115	81.289	0.1087162	81.285	0.04530122	81.285	0.06341463			
-30.022	-0.6518331	11.726	0	11.726	0	-30.022	47.58786	81.284	0	81.315	7.051782	81.284	1.256639	81.311	150.0002	11.727	0.01015899							81.309	0	81.311	0			11.727	0.1251894	81.309	0.1089816	81.305	0.04543097	81.305	0.06355507			
-30.018	-0.6626297	11.737	0	11.737	0	-30.018	47.58852	81.304	0	81.336	7.053118	81.304	1.256639	81.332	150.0002	11.738	0.01016098							81.33	0	81.332	0			11.738	0.1250147	81.33	0.1093217	81.326	0.04560046	81.326	0.06372277			
-30.014	-0.6509545	11.747	0	11.747	0	-30.014	47.58902	81.325	0	81.356	7.054336	81.325	1.256639	81.353	150.0002	11.748	0.01010451							81.351	0	81.353	0			11.748	0.124934	81.351	0.109459	81.347	0.04569806	81.347	0.06376162			
-30.01	-0.6434932	11.757	0	11.757	0	-30.01	47.58961	81.346	0	81.377	7.0555	81.346	1.256639	81.373	150.0002	11.758	0.01019611							81.371	0	81.373	0			11.758	0.1252786	81.371	0.1093877	81.367	0.04564725	81.367	0.06373882			
-30.006	-0.6455848	11.768	0	11.768	0	-30.006	47.5901	81.367	0	81.398	7.056724	81.367	1.256639	81.394	150.0002	11.769	0.01027048							81.392	0	81.394	0			11.769	0.125648	81.392	0.1091871	81.388	0.04551893	81.388	0.06366661			
-30.001	-0.6585977	11.778	0	11.778	0	-30.001	47.59035	81.387	0	81.419	7.058086	81.387	1.256639	81.415	150.0002	11.779	0.01022339							81.413	0	81.415	0			11.779	0.1251523	81.413	0.109072	81.409	0.04547424	81.409	0.06359737			
-29.997	-0.6512613	11.788	0	11.788	0	-29.997	47.59051	81.408	0	81.439	7.05943	81.408	1.256639	81.436	150.0002	11.789	0.01014581							81.434	0	81.436	0			11.789	0.1240788	81.434	0.1088918	81.43	0.04536421	81.43	0.06352476			
-29.993	-0.636853	11.799	0	11.799	0	-29.993	47.59064	81.429	0	81.46	7.060566	81.429	1.256639	81.456	150.0002	11.8	0.01024834							81.454	0	81.456	0			11.8	0.1241374	81.454	0.1087679	81.45	0.04530806	81.45	0.06346074			
-29.989	-0.6505094	11.809	0	11.809	0	-29.989	47.59097	81.449	0	81.481	7.061716	81.449	1.256639	81.477	150.0002	11.81	0.01005641							81.475	0	81.477	0			11.81	0.1233263	81.475	0.1089273	81.471	0.04539132	81.471	0.06353839			
-29.985	-0.6610807	11.82	0	11.82	0	-29.985	47.59106	81.47	0	81.502	7.063205	81.47	1.256639	81.498	150.0002	11.821	0.01025613							81.496	0	81.498	0			11.821	0.1238705	81.496	0.1091889	81.492	0.04548518	81.492	0.06370676			
-29.981	-0.6650636	11.83	0	11.83	0	-29.981	47.59113	81.491	0	81.522	7.064459	81.491	1.256639	81.519	150.0002	11.831	0.01028641							81.517	0	81.519	0			11.831	0.1238006	81.517	0.1092224	81.513	0.04548526	81.513	0.06373435			
-29.977	-0.6763785	11.84	0	11.84	0	-29.977	47.59116	81.512	0	81.543	7.065347	81.512	1.256639	81.539	150.0002	11.841	0.01021705							81.537	0	81.539	0			11.841	0.1240602	81.537	0.1089937	81.533	0.04537931	81.533	0.06361262			
-29.972	-0.6564533	11.851	0	11.851	0	-29.972	47.59135	81.532	0	81.564	7.066507	81.532	1.256639	81.56	150.0002	11.852	0.01030802							81.558	0	81.56	0			11.852	0.1236847	81.558	0.1090901	81.554	0.04547492	81.554	0.06361937			
-29.968	-0.6427817	11.861	0	11.861	0	-29.968	47.59149	81.553	0	81.584	7.06788	81.553	1.256639	81.581	150.0002	11.862	0.010352							81.579	0	81.581	0			11.862	0.1243734	81.579	0.1094869	81.575	0.04568147	81.575	0.0638082			
-29.964	-0.6630141	11.871	0	11.871	0	-29.964	47.59146	81.574	0	81.605	7.069122	81.574	1.256639	81.601	150.0002	11.872	0.01022794							81.599	0	81.601	0			11.872	0.1242905	81.599	0.1103804	81.595	0.04613813	81.595	0.06425726			
-29.96	-0.6760061	11.882	0	11.882	0	-29.96	47.5914	81.595	0	81.626	7.070248	81.595	1.256639	81.622	150.0002	11.883	0.01036245							81.62	0	81.622	0			11.883	0.1248992	81.62	0.1117218	81.616	0.04680938	81.616	0.06491909			
-29.956	-0.6612989	11.892	0	11.892	0	-29.956	47.59146	81.615	0	81.647	7.071422	81.615	1.256639	81.643	150.0002	11.893	0.01020638							81.641	0	81.643	0			11.893	0.1243486	81.641	0.1117261	81.637	0.04675477	81.637	0.06496183			
-29.952	-0.6538812	11.903	0	11.903	0	-29.952	47.5917	81.636	0	81.667	7.072845	81.636	1.256639	81.664	150.0002	11.904	0.01025235							81.662	0	81.664	0			11.904	0.1246704	81.662	0.1103189	81.658	0.0460433	81.658	0.06426391			
-29.948	-0.6550652	11.913	0	11.913	0	-29.948	47.59192	81.657	0	81.688	7.073935	81.657	1.256639	81.684	150.0002	11.914	0.01013607							81.682	0	81.684	0			11.914	0.1245118	81.682	0.1094845	81.678	0.04563498	81.678	0.06385329			
-29.943	-0.6444497	11.923	0	11.923	0	-29.943	47.59204	81.677	0	81.709	7.075474	81.677	1.256639	81.705	150.0002	11.924	0.01019411							81.703	0	81.705	0			11.924	0.1243601	81.703	0.1100212	81.699	0.04593125	81.699	0.06404294			
-29.939	-0.6495662	11.934	0	11.934	0	-29.939	47.59225	81.698	0	81.73	7.075223	81.698	1.256639	81.726	56.51062	11.935	0.01037193							81.724	0	81.726	0			11.935	0.1246056	81.724	0.0002873529	81.72	0.001638564	81.72	-0.001943222			
-29.935	-0.667456	11.944	0	11.944	0	-29.935	47.59259	81.719	0	81.75	7.076828	81.719	0.39677	81.747	116.077	11.945	0.0104048							81.745	0	81.747	0			11.945	0.1244716	81.745	0.03304993	81.741	0.01281322	81.741	0.01983478			
-29.931	-0.6754357	11.954	0	11.954	0	-29.931	47.593	81.74	0	81.771	7.078827	81.74	0.9911959	81.767	144.3381	11.955	0.01016352							81.765	0	81.767	0			11.955	0.1267373	81.765	0.07874364	81.761	0.03181408	81.761	0.04726011			
-29.927	-0.66689	11.965	0	11.965	0	-29.927	47.59366	81.76	0	81.792	7.080943	81.76	1.219466	81.788	149.9995	11.966	0.01018619							81.786	0	81.788	0			11.966	0.1270941	81.786	0.1083872	81.782	0.04587961	81.782	0.06269775			
-29.923	-0.6441575	11.975	0	11.975	0	-29.923	47.59451	81.781	0	81.813	7.082992	81.781	1.256634	81.809	150.0002	11.976	0.0103535							81.807	0	81.809	0			11.976	0.126173	81.807	0.1163866	81.803	0.04963028	81.803	0.06676455			
-29.919	-0.6375702	11.985	0	11.985	0	-29.919	47.59532	81.802	0	81.833	7.084512	81.802	1.256639	81.829	150.0002	11.986	0.0102655							81.828	0	81.829	0			11.986	0.1249021	81.828	0.1161451	81.823	0.0491346	81.823	0.06700314			
-29.914	-0.6470033	11.996	0	11.996	0	-29.914	47.5958	81.823	0	81.854	7.086197	81.823	1.256639	81.85	150.0002	11.997	0.01027215							81.848	0	81.85	0			11.997	0.1243145	81.848	0.1155869	81.844	0.04852015	81.844	0.06706332			
-29.91	-0.6602325	12.006	0	12.006	0	-29.91	47.59594	81.843	0	81.875	7.087667	81.843	1.256639	81.871	150.0002	12.007	0.01007048							81.869	0	81.871	0			12.007	0.1241505	81.869	0.1147251	81.865	0.04781665	81.865	0.06689984			
-29.906	-0.6676099	12.017	0	12.017	0	-29.906	47.59606	81.864	0	81.895	7.089321	81.864	1.256639	81.892	150.0002	12.018	0.01014509							81.89	0	81.892	0			12.018	0.1220871	81.89	0.1165654	81.886	0.04856069	81.886	0.06803597			
-29.902	-0.6641176	12.027	0	12.027	0	-29.902	47.59633	81.885	0	81.916	7.091109	81.885	1.256639	81.912	150.0002	12.028	0.01028172							81.91	0	81.912	0			12.028	0.1247331	81.91	0.1168783	81.906	0.0484088	81.906	0.06845487			
-29.898	-0.6576216	12.037	0	12.037	0	-29.898	47.59676	81.905	0	81.937	7.092683	81.905	1.256639	81.933	150.0002	12.038	0.01006469							81.931	0	81.933	0			12.038	0.1250872	81.931	0.1154037	81.927	0.04739962	81.927	0.06799232			
-29.894	-0.6501451	12.048	0	12.048	0	-29.894	47.59723	81.926	0	81.958	7.094153	81.926	1.256639	81.954	150.0002	12.049	0.01024462							81.952	0	81.954	0			12.049	0.1244633	81.952	0.1146014	81.948	0.04709514	81.948	0.06750287			
-29.89	-0.6553383	12.058	0	12.058	0	-29.89	47.59777	81.947	0	81.978	7.095385	81.947	1.256639	81.975	150.0002	12.059	0.0102387							81.973	0	81.975	0			12.059	0.1247447	81.973	0.1141942	81.969	0.0471016	81.969	0.0670891			
-29.885	-0.6599323	12.068	0	12.068	0	-29.885	47.59849	81.968	0	81.999	7.096563	81.968	1.256639	81.995	150.0002	12.069	0.0104625							81.993	0	81.995	0			12.069	0.1240434	81.993	0.1135894	81.989	0.04694686	81.989	0.06663707			
-29.881	-0.6514647	12.079	0	12.079	0	-29.881	47.5993	81.988	0	82.02	7.097646	81.988	1.256639	82.016	150.0002	12.08	0.01029446							82.014	0	82.016	0			12.08	0.1256926	82.014	0.1134171	82.01	0.04690854	82.01	0.06651029			
